0	0.087
1	0.149
2	0.157
3	0.217
4	0.278
5	0.283
6	0.380
7	0.383
8	0.384
9	0.429
10	0.471
11	0.515
12	0.566
13	0.653
14	0.670
15	0.690
16	0.742
17	0.722
18	0.769
19	0.785
20	0.827
21	0.805
22	0.868
23	0.891
24	0.863
25	0.843
26	0.917
27	0.906
28	0.882
29	0.938
30	0.936
31	0.897
32	0.885
33	0.891
34	0.891
35	0.881
36	0.864
37	0.848
38	0.849
39	0.788
40	0.786
41	0.801
42	0.718
43	0.713
44	0.721
45	0.658
46	0.669
47	0.644
48	0.605
49	0.578
50	0.511
51	0.445
52	0.457
53	0.446
54	0.343
55	0.354
56	0.282
57	0.297
58	0.213
59	0.219
60	0.176
61	0.108
62	0.057
63	0.024
64	-0.006
65	-0.004
66	-0.026
67	-0.060
68	-0.150
69	-0.200
70	-0.240
71	-0.248
72	-0.243
73	-0.308
74	-0.362
75	-0.305
76	-0.413
77	-0.411
78	-0.460
79	-0.388
80	-0.477
81	-0.437
82	-0.464
83	-0.512
84	-0.538
85	-0.520
86	-0.515
87	-0.557
88	-0.584
89	-0.529
90	-0.598
91	-0.557
92	-0.612
93	-0.538
94	-0.572
95	-0.620
96	-0.564
97	-0.522
98	-0.600
99	-0.495
100	-0.532
101	-0.482
102	-0.507
103	-0.482
104	-0.454
105	-0.493
106	-0.443
107	-0.441
108	-0.370
109	-0.400
110	-0.349
111	-0.287
112	-0.285
113	-0.302
114	-0.264
115	-0.204
116	-0.199
117	-0.154
118	-0.111
119	-0.109
120	-0.060
121	-0.088
122	-0.040
123	-0.030
124	0.044
125	0.020
126	0.024
127	0.112
128	0.138
129	0.090
130	0.148
131	0.154
132	0.191
133	0.192
134	0.257
135	0.271
136	0.290
137	0.290
138	0.366
139	0.328
140	0.344
141	0.394
142	0.427
143	0.473
144	0.418
145	0.427
146	0.504
147	0.500
148	0.470
149	0.507
150	0.483
151	0.521
152	0.545
153	0.487
154	0.462
155	0.469
156	0.486
157	0.463
158	0.524
159	0.482
160	0.544
161	0.509
162	0.484
163	0.501
164	0.508
165	0.445
166	0.460
167	0.450
168	0.454
169	0.361
170	0.383
171	0.367
172	0.314
173	0.371
174	0.331
175	0.303
176	0.313
177	0.284
178	0.216
179	0.247
180	0.211
181	0.183
182	0.164
183	0.115
184	0.151
185	0.132
186	0.074
187	0.129
188	0.013
189	0.029
190	-0.015
191	-0.015
192	-0.018
193	-0.042
194	-0.083
195	-0.073
196	-0.040
197	-0.063
198	-0.164
199	-0.095
200	-0.138
201	-0.188
202	-0.132
203	-0.205
204	-0.224
205	-0.164
206	-0.205
207	-0.268
208	-0.215
209	-0.239
210	-0.267
211	-0.245
212	-0.222
213	-0.314
214	-0.239
215	-0.266
216	-0.298
217	-0.288
218	-0.320
219	-0.303
220	-0.317
221	-0.263
222	-0.263
223	-0.277
224	-0.228
225	-0.305
226	-0.216
227	-0.241
228	-0.237
229	-0.280
230	-0.232
231	-0.189
232	-0.205
233	-0.228
234	-0.139
235	-0.207
236	-0.174
237	-0.101
238	-0.110
239	-0.112
240	-0.068
241	-0.139
242	-0.113
243	-0.078
244	-0.009
245	-0.047
246	-0.042
247	-0.024
248	0.007
249	0.021
250	-0.007
251	0.047
252	0.086
253	0.098
254	0.112
255	0.146
256	0.125
257	0.126
258	0.134
259	0.122
260	0.122
261	0.135
262	0.197
263	0.220
264	0.175
265	0.230
266	0.193
267	0.264
268	0.206
269	0.272
270	0.235
271	0.251
272	0.289
273	0.277
274	0.268
275	0.241
276	0.283
277	0.264
278	0.291
279	0.291
280	0.318
281	0.297
282	0.250
283	0.245
284	0.335
285	0.333
286	0.239
287	0.311
288	0.273
289	0.227
290	0.276
291	0.304
292	0.263
293	0.260
294	0.250
295	0.272
296	0.229
297	0.221
298	0.188
299	0.189
300	0.173
301	0.193
302	0.153
303	0.200
304	0.135
305	0.172
306	0.169
307	0.100
308	0.102
309	0.122
310	0.093
311	0.071
312	0.122
313	0.109
314	0.047
315	0.046
316	-0.015
317	0.028
318	0.039
319	-0.026
320	0.002
321	-0.030
322	-0.043
323	-0.076
324	-0.079
325	-0.065
326	-0.029
327	-0.106
328	-0.027
329	-0.077
330	-0.080
331	-0.046
332	-0.049
333	-0.138
334	-0.138
335	-0.145
336	-0.139
337	-0.147
338	-0.098
339	-0.156
340	-0.165
341	-0.099
342	-0.137
343	-0.102
344	-0.124
345	-0.159
346	-0.087
347	-0.117
348	-0.161
349	-0.171
350	-0.089
351	-0.074
352	-0.092
353	-0.158
354	-0.081
355	-0.061
356	-0.123
357	-0.124
358	-0.067
359	-0.038
360	-0.029
361	-0.046
362	-0.083
363	-0.021
364	-0.087
365	-0.038
366	-0.045
367	0.009
368	0.008
369	-0.033
370	-0.025
371	0.035
372	0.045
373	0.029
374	-0.011
375	0.067
376	0.089
377	0.057
378	0.063
379	0.110
380	0.068
381	0.051
382	0.134
383	0.139
384	0.122
385	0.122
386	0.088
387	0.166
388	0.115
389	0.110
390	0.180
391	0.100
392	0.149
393	0.182
394	0.128
395	0.147
396	0.162
397	0.173
398	0.185
399	0.123
400	0.204
401	0.131
402	0.209
403	0.212
404	0.202
405	0.230
406	0.139
407	0.142
408	0.220
409	0.222
410	0.222
411	0.194
412	0.187
413	0.197
414	0.167
415	0.193
416	0.191
417	0.145
418	0.122
419	0.152
420	0.130
421	0.141
422	0.139
423	0.138
424	0.121
425	0.100
426	0.104
427	0.073
428	0.103
429	0.134
430	0.087
431	0.089
432	0.134
433	0.092
434	0.048
435	0.068
436	0.061
437	0.029
438	0.034
439	0.077
440	0.055
441	0.006
442	-0.005
443	0.030
444	0.013
445	-0.001
446	0.015
447	0.042
448	-0.007
449	0.002
450	0.012
451	-0.038
452	-0.014
453	-0.043
454	0.006
455	-0.033
456	-0.014
457	-0.043
458	-0.031
459	-0.029
460	-0.014
461	-0.081
462	-0.014
463	-0.074
464	-0.032
465	-0.038
466	-0.018
467	-0.087
468	-0.036
469	-0.090
470	-0.061
471	-0.034
472	-0.085
473	-0.054
474	-0.003
475	-0.076
476	-0.055
477	0.009
478	-0.073
479	-0.076
480	-0.010
481	-0.030
482	-0.010
483	0.014
484	-0.062
485	-0.053
486	0.029
487	0.008
488	0.022
489	0.023
490	0.030
